dataset,mode,backbone,num_clients,rounds,local_epochs,dp,roi_dp,roi_layer_dp,secure_aggregation,privacy_accounting,privacy_accounting_status,target_epsilon,epsilon_min,epsilon_mean,epsilon_max,delta,uniform_noise_multiplier,roi_noise_multiplier,max_grad_norm,selected_model_type,selected_model_path,best_val_round,best_target_round,final_eval_mode,total_time_min,train_accuracy,train_balanced_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_auc_macro_ovr,train_auc_weighted_ovr,train_auc_AD_ovr,train_auc_CN_ovr,train_auc_MCI_ovr,val_accuracy,val_balanced_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_precision_weighted,val_recall_weighted,val_f1_weighted,val_auc_macro_ovr,val_auc_weighted_ovr,val_auc_AD_ovr,val_auc_CN_ovr,val_auc_MCI_ovr,test_accuracy,test_balanced_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_auc_macro_ovr,test_auc_weighted_ovr,test_auc_AD_ovr,test_auc_CN_ovr,test_auc_MCI_ovr,train_image_accuracy_ge_95,val_image_accuracy_ge_85,test_image_accuracy_ge_85,val_close_to_train_gap_le_10pct,test_close_to_val_gap_le_10pct,mia_best_attack_score,mia_best_auc,mia_best_average_precision,mia_best_threshold_attack_accuracy,mia_best_threshold_tpr,mia_best_threshold_fpr,roi_layer_spatial_beta,roi_layer_spatial_min_scale,roi_layer_spatial_max_scale,roi_layer_spatial_norm
oasis,roi_layer_dp,inception_v3,6,30,3,True,True,True,False,legacy_debug_not_formal_dp,legacy_debug_not_formal_dp,3.8,0.9,2.0,3.04,1e-05,,0.0008,1.0,best_validation,/kaggle/working/new_oasis_inception_v3_roi_layer_dp_6clients_e30/best_val_global_model.pt,30,-1,base,60.46228308280309,0.9494708994708995,0.9494708994708995,0.951617014411226,0.9494708994708995,0.9496044699031687,0.951617014411226,0.9494708994708995,0.9496044699031685,0.9947460527420845,0.9947460527420844,0.9977110103300579,0.993085474930713,0.9934416729654825,0.8654320987654321,0.8654320987654321,0.8719403298991715,0.8654320987654321,0.8662446075633384,0.8719403298991714,0.8654320987654321,0.8662446075633384,0.9638660265203475,0.9638660265203476,0.9882098765432099,0.9529835390946502,0.9504046639231825,0.8802469135802469,0.880246913580247,0.8836028457474695,0.880246913580247,0.8803016573431762,0.8836028457474694,0.8802469135802469,0.8803016573431761,0.9626863283036123,0.9626863283036122,0.9871947873799726,0.9535185185185185,0.9473456790123457,False,True,True,True,True,score_true_class_confidence,0.5934884708341498,0.8588941707843701,0.6037037037037037,0.6187830687830688,0.4666666666666667,2.0,0.25,2.5,True
